/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6735	Jacques Francis Albert Pierre Miller AC FRS	is	a distinguished research scientist	0	7	7	8	8	12	0.9999999998901186	Jacques Francis Albert Pierre Miller AC FRS is a distinguished research scientist .	NNP NNP NNP NNP NNP NNP NNP VBZ DT JJ NN NN .	B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O	jacques francis albert pierre miller ac frs	be	a distinguished research scientist
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6743	Miller	chose to study	the pathogenesis of lymphocytic leukemia	0	1	1	4	4	9	0.4957851181300056	Miller chose to study the pathogenesis of lymphocytic leukemia in mice , expanding on the research of Ludwik Gross into murine leukemia virus .	NNP VBD TO VB DT NN IN JJ NN IN NNS , VBG IN DT NN IN NNP NNP IN NN NN NN .	B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O B-VP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	miller	choose to study	the pathogenesis of lymphocytic leukemia
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6744	the thymus	is vital for	development and function of the adaptive immune system	24	26	26	29	29	37	0.6445456674279756	Miller showed that experimental animals without a thymus at birth were incapable of rejecting foreign tissues and resisting many infections , thus demonstrating that the thymus is vital for development and function of the adaptive immune system .	NNP VBD IN JJ NNS IN DT NN IN NN VBD JJ IN VBG JJ NNS CC VBG JJ NNS , RB VBG IN DT NN VBZ JJ IN NN CC NN IN DT JJ JJ NN .	B-NP B-VP B-SBAR B-NP I-NP B-PP B-NP I-NP B-PP B-NP B-VP B-ADJP B-PP B-VP B-NP I-NP O B-VP B-NP I-NP O B-ADVP B-VP B-PP B-NP I-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	the thymus	be vital for	development and function of the adaptive immune system
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6745	the thymus	was believed to be	a vestigial organ	4	6	6	10	10	13	0.5287940714374832	Prior to this , the thymus was believed to be a vestigial organ with no function .	RB TO DT , DT NN VBD VBN TO VB DT JJ NN IN DT NN .	B-ADVP B-PP B-NP O B-NP I-NP B-VP I-VP I-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP O	the thymus	believe to be	a vestigial organ
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6746	the "world 's only living person	can claim to have been	the first	9	15	16	21	21	23	0.00965639105739075	His discovery has led many to describe Miller as the "world 's only living person who can claim to have been the first to have described the functions of a human organ" . .	PRP$ NN VBZ VBN JJ TO VB NNP IN DT NN POS RB VBG NN WP MD VB TO VB VBN DT JJ TO VB VBN DT NNS IN DT JJ NN . .	B-NP I-NP B-VP I-VP B-ADJP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-NP B-VP I-VP I-VP I-VP I-VP B-NP I-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP O O	the "world 's only living person	claim to have be	the first
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6747	Miller	continued his work into	the function of the thymus	3	4	4	8	8	13	0.905146934770359	In 1963 , Miller continued his work into the function of the thymus at the National Institutes of Health .	IN CD , NNP VBD PRP$ NN IN DT NN IN DT NN IN DT NNP NNPS IN NNP .	B-PP B-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O	miller	continue work into	the function of the thymus
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6748	Miller	returned to	Australia	3	4	4	6	6	7	0.5564762504058632	In 1966 , Miller returned to Australia to become a research group leader at the Walter and Eliza Hall Institute of Medical Research in Melbourne , at the invitation of its new director Sir Gustav Nossal , the successor of Sir Macfarlane Burnet .	IN CD , NNP VBD TO NNP TO VB DT NN NN NN IN DT NNP CC NNP NNP NNP IN NNP NNP IN NNP , IN DT NN IN PRP$ JJ NN NNP NNP NNP , DT NN IN NNP NNP NNP .	B-PP B-NP O B-NP B-VP B-PP B-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP O B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O	miller	return to	australia
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6749	mammalian lymphocytes	were later called	T cells	10	12	17	20	20	22	0.6739250242518361	There , with student Graham Mitchell , he discovered that mammalian lymphocytes can be separated into what were later called T cells and B cells , and that these interact to allow normal antibody production .	RB , IN NN NNP NNP , PRP VBD IN JJ NNS MD VB VBN IN WP VBD RB VBN NNP NNS CC NNP NNS , CC IN DT NN TO VB JJ NN NN .	B-ADVP O B-PP B-NP I-NP I-NP O B-NP B-VP B-SBAR B-NP I-NP B-VP I-VP I-VP B-PP B-NP B-VP I-VP I-VP B-NP I-NP O B-NP I-NP O O B-SBAR B-NP I-NP B-VP I-VP B-NP I-NP I-NP O	mammalian lymphocytes	call	t cells
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6750	the thymus	produces	the T cells	6	8	8	9	9	12	0.8234154767473947	Miller went on to show that the thymus produces the T cells , that it removes autoreactive T cells and several other landmark findings in immunology .	NNP VBD IN TO VB IN DT NN VBZ DT NNP NNS , IN PRP VBZ JJ NNP NNS CC JJ JJ NN NNS IN NN .	B-NP B-VP B-PRT B-VP I-VP B-SBAR B-NP I-NP B-VP B-NP I-NP I-NP O B-SBAR B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-PP B-NP O	the thymus	produce	the t cells
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6750	it	removes	autoreactive T cells	14	15	15	16	16	19	0.47032433831973414	Miller went on to show that the thymus produces the T cells , that it removes autoreactive T cells and several other landmark findings in immunology .	NNP VBD IN TO VB IN DT NN VBZ DT NNP NNS , IN PRP VBZ JJ NNP NNS CC JJ JJ NN NNS IN NN .	B-NP B-VP B-PRT B-VP I-VP B-SBAR B-NP I-NP B-VP B-NP I-NP I-NP O B-SBAR B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-PP B-NP O	it	remove	autoreactive t cells
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6752	Miller	has been semi-retired since	1996	0	1	1	5	5	6	0.9703272584026298	Miller has been semi-retired since 1996 , but is still involved in immunological research .	NNP VBZ VBN JJ IN CD , CC VBZ RB VBN IN JJ NN .	B-NP B-VP I-VP B-ADJP B-PP B-NP O O B-VP I-VP I-VP B-PP B-NP I-NP O	miller	be semi-retired since	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6752	1996	is still involved in	immunological research	5	6	8	12	12	14	0.8438834677386534	Miller has been semi-retired since 1996 , but is still involved in immunological research .	NNP VBZ VBN JJ IN CD , CC VBZ RB VBN IN JJ NN .	B-NP B-VP I-VP B-ADJP B-PP B-NP O O B-VP I-VP I-VP B-PP B-NP I-NP O	#	involve in	immunological research
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6753	Miller	has had a longstanding interest in	art	0	1	1	7	7	8	0.9506703559650638	Miller has had a longstanding interest in art , and studied art in the 1980s .	NNP VBZ VBN DT JJ NN IN NN , CC VBD NN IN DT CD .	B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP O O B-VP B-NP B-PP B-NP I-NP O	miller	have interest in	art
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6753	a longstanding interest	studied art in	the 1980s	3	6	10	13	13	15	0.8038457015851855	Miller has had a longstanding interest in art , and studied art in the 1980s .	NNP VBZ VBN DT JJ NN IN NN , CC VBD NN IN DT CD .	B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP O O B-VP B-NP B-PP B-NP I-NP O	a longstanding interest	study art in	the #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Miller.txt	6754	His art	has been exhibited at	venues	0	2	2	6	6	7	0.9076058861994737	His art has been exhibited at venues in Melbourne .	PRP$ NN VBZ VBN VBN IN NNS IN NNP .	B-NP I-NP B-VP I-VP I-VP B-PP B-NP B-PP B-NP O	his art	exhibit at	venues
